title,slug,category,categorySlug,price,tag,inventory,status,image,video,gallery,variants,hues,description,seoTitle,seoDescription,seoKeywords,canonicalUrl,imageAlt,brand,sku,reviewRating,reviewCount,seoFocusKeyphrase,sortOrder,sourceProductId,sourceHandle,sourcePublishedAt
"#AR3 Zoy Sauce (Indoor)","ar3-zoy-sauce-indoor","Indoor","indoor","310","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2176.jpg?v=1785920243","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/79f7b9951fb048b09e245393e21ab85c/79f7b9951fb048b09e245393e21ab85c.HD-1080p-4.8Mbps-90804617.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2176.jpg?v=1785920243""]","[{""name"":""QP"",""price"":310,""inventory"":999},{""name"":""HP"",""price"":575,""inventory"":999},{""name"":""P"",""price"":1050,""inventory"":999}]","[""hsl(275, 30%, 18%)"",""hsl(275, 40%, 35%)"",""hsl(275, 50%, 60%)""]","9/10👃 Gassy Lemon Candy Nose Dense Squishy Texture #AR3 Zoy Sauce (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $310.00, HP at $575.00, P at $1050.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AR3 Zoy Sauce (Indoor) | FUELPACKS Indoor","#AR3 Zoy Sauce (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #AR3 Zoy Sauce (Indoor); FUELPACKS; Telegram ordering","/products/ar3-zoy-sauce-indoor","#AR3 Zoy Sauce (Indoor) product image from FUELPACKS","FUELPACKS","ar3-zoy-sauce-indoor","","","#AR3 Zoy Sauce (Indoor)","76","gid://shopify/Product/10373560893736","ar3-zoy-sauce-indoor","2026-08-05T08:58:15Z"
"#YV Authentic Whole Melts Live Resin Sugar Retro Edition","yv-authentic-whole-melts-live-resin-sugar-retro-edition","Concentrates","concentrates","90","Concentrates","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2181.jpg?v=1785994558","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/6f2a33f33dab47ad8fd3856f78df0531/6f2a33f33dab47ad8fd3856f78df0531.HD-1080p-4.8Mbps-90892558.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2181.jpg?v=1785994558""]","[{""name"":""1 oz"",""price"":90,""inventory"":999},{""name"":""QP"",""price"":350,""inventory"":999},{""name"":""HP"",""price"":650,""inventory"":999},{""name"":""P"",""price"":1200,""inventory"":999}]","[""hsl(295, 30%, 18%)"",""hsl(295, 40%, 35%)"",""hsl(295, 50%, 60%)""]","*Anything Lower than QP is Add On Only* #YV Authentic Whole Melts Live Resin Sugar Retro Edition is available in the Concentrates catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include 1 oz at $90.00, QP at $350.00, HP at $650.00, P at $1200.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#YV Authentic Whole Melts Live Resin Sugar Retro Edition |","#YV Authentic Whole Melts Live Resin Sugar Retro Edition from FUELPACKS Concentrates. View images, video, variants, price, availability, and send your...","Concentrates; #YV Authentic Whole Melts Live Resin Sugar Retro Edition; FUELPACKS; Telegram ordering","/products/yv-authentic-whole-melts-live-resin-sugar-retro-edition","#YV Authentic Whole Melts Live Resin Sugar Retro Edition product image from FUELPACKS","FUELPACKS","yv-authentic-whole-melts-live-resin-sugar-retro-edition","","","#YV Authentic Whole Melts Live Resin Sugar Retro Edition","77","gid://shopify/Product/10374742835496","yv-authentic-whole-melts-live-resin-sugar-retro-edition","2026-08-06T05:40:20Z"
"#AM2 Pink Gushers (AAA)","am2-pink-gushers-aaa","Special Deals","special-deals","230","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2192.jpg?v=1785995770","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/9f76eed07ea4419f9804d0b15fd8d1f7/9f76eed07ea4419f9804d0b15fd8d1f7.HD-1080p-4.8Mbps-90893627.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2192.jpg?v=1785995770""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(279, 30%, 18%)"",""hsl(279, 40%, 35%)"",""hsl(279, 50%, 60%)""]","🤑 FAT COME UP DEAL 🤑 8.5/10👃 Gassy Creamy Gushers Nose Dense Texture Add This Onto A 1 Unit Order And Get This For $700 Instead Add This Onto A 2 Unit Order And Get This For $675 Instead #AM2 Pink Gushers (AAA) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AM2 Pink Gushers (AAA) | FUELPACKS Special Deals","#AM2 Pink Gushers (AAA) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Special Deals; #AM2 Pink Gushers (AAA); FUELPACKS; Telegram ordering","/products/am2-pink-gushers-aaa","#AM2 Pink Gushers (AAA) product image from FUELPACKS","FUELPACKS","am2-pink-gushers-aaa","","","#AM2 Pink Gushers (AAA)","78","gid://shopify/Product/10374771638568","am2-pink-gushers-aaa","2026-08-06T05:56:30Z"
"#AU2 Pineapple Fanta (AAA)","au2-pineapple-fanta-aaa","AAA","aaa","230","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2194.jpg?v=1785995930","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/968f537c10c64804ae79d6da3b408b9a/968f537c10c64804ae79d6da3b408b9a.HD-1080p-4.8Mbps-90893783.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2194.jpg?v=1785995930""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(266, 30%, 18%)"",""hsl(266, 40%, 35%)"",""hsl(266, 50%, 60%)""]","8.5/10👃 Sweet Creamy Pineapple Nose Dense Texture #AU2 Pineapple Fanta (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AU2 Pineapple Fanta (AAA) | FUELPACKS AAA","#AU2 Pineapple Fanta (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #AU2 Pineapple Fanta (AAA); FUELPACKS; Telegram ordering","/products/au2-pineapple-fanta-aaa","#AU2 Pineapple Fanta (AAA) product image from FUELPACKS","FUELPACKS","au2-pineapple-fanta-aaa","","","#AU2 Pineapple Fanta (AAA)","79","gid://shopify/Product/10374777438504","au2-pineapple-fanta-aaa","2026-08-06T05:59:12Z"
"#BT3 Curelato (AAA)","bt3-curelato-aaa","AAA","aaa","235","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2196_f0857db7-6c34-4479-9549-cbb2ab263ff1.jpg?v=1785996160","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/9ec2d797688949acba960b7c8dc8bad5/9ec2d797688949acba960b7c8dc8bad5.HD-1080p-4.8Mbps-90894071.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2196_f0857db7-6c34-4479-9549-cbb2ab263ff1.jpg?v=1785996160""]","[{""name"":""QP"",""price"":235,""inventory"":999},{""name"":""HP"",""price"":425,""inventory"":999},{""name"":""P"",""price"":750,""inventory"":999}]","[""hsl(173, 30%, 18%)"",""hsl(173, 40%, 35%)"",""hsl(173, 50%, 60%)""]","8.5/10👃 Lemon Cherry Candy Nose Dense Texture #BT3 Curelato (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $235.00, HP at $425.00, P at $750.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BT3 Curelato (AAA) | FUELPACKS AAA","#BT3 Curelato (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #BT3 Curelato (AAA); FUELPACKS; Telegram ordering","/products/bt3-curelato-aaa","#BT3 Curelato (AAA) product image from FUELPACKS","FUELPACKS","bt3-curelato-aaa","","","#BT3 Curelato (AAA)","80","gid://shopify/Product/10374784647464","bt3-curelato-aaa","2026-08-06T06:03:03Z"
"#FQ1 Shake Yo Tiddies (Indoor)","fq1-shake-yo-tiddies-indoor","Indoor","indoor","150","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2248.jpg?v=1786090517","","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2248.jpg?v=1786090517""]","[{""name"":""P"",""price"":150,""inventory"":999}]","[""hsl(263, 30%, 18%)"",""hsl(263, 40%, 35%)"",""hsl(263, 50%, 60%)""]","7/10👃 Faint Lemon Cherry Nose *ADD TO ORDER ONLY* *NO ADDITIONAL DROPS* *PRETTY LEAFY* #FQ1 Shake Yo Tiddies (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include P at $150.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#FQ1 Shake Yo Tiddies (Indoor) | FUELPACKS Indoor","#FQ1 Shake Yo Tiddies (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #FQ1 Shake Yo Tiddies (Indoor); FUELPACKS; Telegram ordering","/products/fq1-shake-yo-tiddies-indoor","#FQ1 Shake Yo Tiddies (Indoor) product image from FUELPACKS","FUELPACKS","fq1-shake-yo-tiddies-indoor","","","#FQ1 Shake Yo Tiddies (Indoor)","81","gid://shopify/Product/10383318909224","fq1-shake-yo-tiddies-indoor","2026-08-07T08:15:36Z"
"#AI4 Cherry Toro (Indoor)","ai4-cherry-toro-indoor","Indoor","indoor","300","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2249.jpg?v=1786090571","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/2ef74b16649e43299879fe48b865ab8d/2ef74b16649e43299879fe48b865ab8d.HD-1080p-4.8Mbps-91003146.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2249.jpg?v=1786090571""]","[{""name"":""QP"",""price"":300,""inventory"":999},{""name"":""HP"",""price"":550,""inventory"":999},{""name"":""P"",""price"":1000,""inventory"":999}]","[""hsl(269, 30%, 18%)"",""hsl(269, 40%, 35%)"",""hsl(269, 50%, 60%)""]","9/10👃 Pungent Lemon Candy Nose Soft Squishy Texture #AI4 Cherry Toro (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $300.00, HP at $550.00, P at $1000.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AI4 Cherry Toro (Indoor) | FUELPACKS Indoor","#AI4 Cherry Toro (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #AI4 Cherry Toro (Indoor); FUELPACKS; Telegram ordering","/products/ai4-cherry-toro-indoor","#AI4 Cherry Toro (Indoor) product image from FUELPACKS","FUELPACKS","ai4-cherry-toro-indoor","","","#AI4 Cherry Toro (Indoor)","82","gid://shopify/Product/10383319105832","ai4-cherry-toro-indoor","2026-08-07T08:16:32Z"
"#AT2 Bubblegum Gerski (Indoor)","at2-bubblegum-gerski-indoor","Indoor","indoor","285","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2251.jpg?v=1786090653","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/b2f39de4f3bb44b68d9e8d9b6f88ee76/b2f39de4f3bb44b68d9e8d9b6f88ee76.HD-1080p-4.8Mbps-91003248.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2251.jpg?v=1786090653""]","[{""name"":""QP"",""price"":285,""inventory"":999},{""name"":""HP"",""price"":525,""inventory"":999},{""name"":""P"",""price"":950,""inventory"":999}]","[""hsl(251, 30%, 18%)"",""hsl(251, 40%, 35%)"",""hsl(251, 50%, 60%)""]","9/10👃 Gassy Bubblegum Candy Nose Dense Squishy Texture #AT2 Bubblegum Gerski (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $285.00, HP at $525.00, P at $950.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AT2 Bubblegum Gerski (Indoor) | FUELPACKS Indoor","#AT2 Bubblegum Gerski (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #AT2 Bubblegum Gerski (Indoor); FUELPACKS; Telegram ordering","/products/at2-bubblegum-gerski-indoor","#AT2 Bubblegum Gerski (Indoor) product image from FUELPACKS","FUELPACKS","at2-bubblegum-gerski-indoor","","","#AT2 Bubblegum Gerski (Indoor)","83","gid://shopify/Product/10383319695656","at2-bubblegum-gerski-indoor","2026-08-07T08:18:03Z"
"#AB1 White Cherry Sherbet (Deps)","ab1-white-cherry-sherbet-deps","Deps","deps","185","Deps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2255.jpg?v=1786090806","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/7b6b9c8b6b884b7aba30b40dca17b2e2/7b6b9c8b6b884b7aba30b40dca17b2e2.HD-1080p-4.8Mbps-91003442.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2255.jpg?v=1786090806""]","[{""name"":""QP"",""price"":185,""inventory"":999},{""name"":""HP"",""price"":325,""inventory"":999},{""name"":""P"",""price"":550,""inventory"":999}]","[""hsl(29, 30%, 18%)"",""hsl(29, 40%, 35%)"",""hsl(29, 50%, 60%)""]","8/10👃 Faint Lemon Cherry Nose Dense Texture *NO ADDITIONAL DROPS* #AB1 White Cherry Sherbet (Deps) is available in the Deps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $185.00, HP at $325.00, P at $550.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AB1 White Cherry Sherbet (Deps) | FUELPACKS Deps","#AB1 White Cherry Sherbet (Deps) from FUELPACKS Deps. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Deps; #AB1 White Cherry Sherbet (Deps); FUELPACKS; Telegram ordering","/products/ab1-white-cherry-sherbet-deps","#AB1 White Cherry Sherbet (Deps) product image from FUELPACKS","FUELPACKS","ab1-white-cherry-sherbet-deps","","","#AB1 White Cherry Sherbet (Deps)","84","gid://shopify/Product/10383320219944","ab1-white-cherry-sherbet-deps","2026-08-07T08:20:29Z"
"#AC3 Double Up Runtz (Deps)","ac3-double-up-runtz-deps","Deps","deps","170","Deps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2257.jpg?v=1786090879","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/b9521d97b7d4430ca300e0579fb22a4a/b9521d97b7d4430ca300e0579fb22a4a.HD-1080p-4.8Mbps-91003537.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2257.jpg?v=1786090879""]","[{""name"":""QP"",""price"":170,""inventory"":999},{""name"":""HP"",""price"":285,""inventory"":999},{""name"":""P"",""price"":475,""inventory"":999}]","[""hsl(154, 30%, 18%)"",""hsl(154, 40%, 35%)"",""hsl(154, 50%, 60%)""]","8/10👃 Sweet Cherry Gelato Nose Fluffy Texture *NO ADDITIONAL DROPS* #AC3 Double Up Runtz (Deps) is available in the Deps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $170.00, HP at $285.00, P at $475.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AC3 Double Up Runtz (Deps) | FUELPACKS Deps","#AC3 Double Up Runtz (Deps) from FUELPACKS Deps. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Deps; #AC3 Double Up Runtz (Deps); FUELPACKS; Telegram ordering","/products/ac3-double-up-runtz-deps","#AC3 Double Up Runtz (Deps) product image from FUELPACKS","FUELPACKS","ac3-double-up-runtz-deps","","","#AC3 Double Up Runtz (Deps)","85","gid://shopify/Product/10383320514856","ac3-double-up-runtz-deps","2026-08-07T08:21:42Z"
